lat,lng,HAZ_CLASS
-411787.8981,77677.277,1
-412177.1511,96588.3577,1
-412013.0123,289632.1221,1
-411278.6509,326305.0996,1
-410419.1636,78834.1016,1
-416253.5813,327042.965,1
-408340.0321,326126.4795,1
-406706.5187,325052.7096,1
-406422.0619,93235.1309,1
-404384.1424,314295.6096,1
-403415.6607,303603.8666,1
-403243.2235,316720.6568,1
-403233.0817,317022.7854,1
-402721.0809,313173.7979,1
-402714.9113,313475.9162,1
-402692.0466,314281.2666,1
-402722.533,48542.6662,1
-402492.6617,314174.7124,1
-402327.6905,309849.193,1
-402322.3129,310050.4229,1
-402154.0436,48082.3114,1
-402319.548,318841.0656,1
-402006.7539,47807.6427,1
-402054.824,47980.5784,1
-402047.6969,309916.591,1
-401848.2486,310893.2251,1
-401786.6885,288246.12,1
-401736.1107,318982.9475,1
-401665.4669,309882.0428,1
-401658.4527,310284.8203,1
-401559.617,310080.8096,1
-401278.23,306105.8907,1
-401509.6429,238987.7679,1
-401656.8516,314047.8516,1
-401276.0067,314237.3499,1
-401252.4386,310196.0466,1
-401040.1343,106921.4341,1
-401260.8491,241597.8302,1
-401173.4183,309365.8442,1
-400992.5762,319124.5968,1
-400893.9353,306093.953,1
-400848.9611,308855.4871,1
-400806.626,309490.6182,1
-400812.5618,309990.8662,1
-401465.2101,287027.6706,1
-400798.3817,313886.6887,1
-400677.8616,287106.6589,1
-400816.6588,314396.871,1
-402150.3691,316047.2879,1
-400630.4285,108477.2393,1
-400743.7085,315859.1454,1
-400848.314,107530.5838,1
-400677.2095,314847.4569,1
-401072.4703,305554.7905,1
-400497.5631,286416.4059,1
-400526.8945,108650.7307,1
-400640.6682,242954.6612,1
-400534.8364,309054.849,1
-400819.0621,236612.5444,1
-400440.6732,311105.1608,1
-400522.5666,314113.8241,1
-400384.7424,285838.7632,1
-400415.6707,308696.8631,1
-400323.8654,43942.0608,1
-400370.4557,309398.9084,1
-400339.5812,311203.1904,1
-400353.6769,44142.9248,1
-400265.9992,44567.4819,1
