lat,lng,HAZ_CLASS
-330045.0704,34780.371,2
-329754.0217,34745.8705,2
-329719.2916,34527.2369,2
-329330.9458,29452.6833,2
-329191.4421,-48061.0223,2
-329339.8491,42042.8884,2
-329116.5472,36641.0473,2
-329599.7145,36038.6945,2
-329264.5809,34014.5939,2
-328996.7858,29581.643,2
-330304.021,-38676.9281,2
-340012.5104,21485.8101,2
-329734.1174,144693.7804,2
-328391.7528,31365.432,2
-328274.8068,32732.2444,2
-328126.8441,31226.1562,2
-328266.7311,31651.4212,2
-328101.3015,32566.7372,2
-327998.7437,35101.8035,2
-328009.8976,-51999.3464,2
-327750.1821,24355.6502,2
-327809.2696,25472.6537,2
-327573.3992,26922.4623,2
-327302.9288,24749.2723,2
-327640.582,34747.6422,2
-327208.8087,31398.6919,2
-326905.242,29934.7273,2
-326948.1089,27230.405,2
-326543.5219,26909.9376,2
-326484.1833,30259.7424,2
-326599.2245,30419.1339,2
-327949.3478,-26309.7826,2
-326185.3106,26308.9334,2
-326285.2639,38621.1474,2
-326293.7075,37467.7994,2
-325979.821,-47310.5673,2
-326878.8696,24611.9699,2
-325911.9538,38625.6344,2
-330569.6596,-52450.3871,2
-325873.4871,-47172.4832,2
-325701.785,32786.6407,2
-325706.2413,32856.8656,2
-325662.9862,32937.6174,2
-326067.5568,45248.2543,2
-325621.5323,33068.5567,2
-325582.6013,32887.3553,2
-325582.15,32967.8587,2
-325549.505,33019.8993,2
-325516.9564,33167.323,2
-325501.3421,33066.6465,2
-326396.6269,32260.2459,2
-325555.6143,33678.8318,2
-324555.7652,32075.4965,2
-324475.1359,32622.2148,2
-324528.8777,38230.3055,2
-325000.0459,-56532.11,2
-324310.3249,32124.93,2
-324280.6879,32076.5659,2
-324260.7393,32086.6605,2
-324268.0421,32031.109,2
-324197.6513,32051.1632,2
-324180.3608,32094.7774,2
-327846.9122,767.318,2
-324126.4652,32068.6885,2
-324124.9683,32268.567,2
-324713.9662,-57386.1962,2
-322992.2419,157527.5609,2
-322502.801,17772.2918,2
-321404.6083,33246.6412,2
-320620.1177,11095.909,2
-320570.1707,11635.8417,2
-320501.8361,164008.9652,2
-320458.7188,164417.1463,2
-320455.1532,164619.4596,2
-320460.1332,29472.4385,2
-320382.3471,164031.9601,2
-320059.7614,164102.7942,2
-320323.3585,28959.6627,2
-319954.639,164301.6877,2
-319948.3677,164707.5634,2
-319568.8777,163582.3175,2
-319495.7657,162422.5425,2
-319488.6391,162708.8919,2
-319879.3318,10378.1869,2
-319227.7952,154251.4302,2
-318970.7718,27315.0022,2
-319036.3441,162501.9727,2
-318945.8394,29167.7815,2
-318709.4932,30093.8894,2
-317746.5497,46678.4428,2
-317920.5983,156800.5604,2
-317207.2834,-68703.1622,2
-317134.4738,-68975.7621,2
-317716.7303,-59209.0592,2
-316809.4367,-61041.1368,2
-316779.4551,-61095.4804,2
-317130.4701,1197.1179,2
-316743.6842,-61142.4085,2
-316705.7188,-61379.7986,2
-316653.0908,-61202.0206,2
-316745.889,-61805.6425,2
-318547.2757,162389.4004,2
-316523.6273,-61314.7019,2
-316546.3858,-61258.7666,2
-316461.8969,1109.9418,2
-316425.018,1125.0742,2
-317927.7496,-52443.0922,2
-321833.4814,-44214.5785,2
-316673.779,124177.9497,2
-315500.6575,250.702,2
-315243.5953,-63665.587,2
-315225.4226,-64142.0412,2
-315165.0524,-64637.9959,2
-315098.7794,-64777.6806,2
-315067.3296,-64806.6935,2
-315834.824,-39094.4951,2
-314243.0015,12408.84,2
-321527.924,-32355.2999,2
-313597.5195,36054.7541,2
-313473.2367,35341.0095,2
-313352.7545,35590.7566,2
-313252.0807,-39358.2298,2
-312349.6361,35384.4858,2
-311932.4432,30904.0807,2
-310843.5382,37574.9993,2
-314135.2549,-58361.8535,2
-313800.6628,-71515.7644,2
-311002.6266,17167.0402,2
-310834.1139,32239.9405,2
-311059.7737,160187.1873,2
-321994.609,136310.4774,2
-313863.4946,22195.5192,2
-311187.873,-17804.4256,2
-309422.1347,19435.5581,2
-309634.9866,-7978.8606,2
-310047.793,-64210.7628,2
-308594.5855,19069.4011,2
-308518.7411,-61943.9052,2
-308340.0717,28690.3375,2
-308194.5794,-62387.1559,2
-308041.8243,-62246.9515,2
-307844.9316,19019.2652,2
-308504.6523,-79819.813,2
-307709.9509,7405.5968,2
-308051.9334,20390.729,2
-307581.725,-62173.739,2
-307859.717,-53400.5094,2
-307343.2887,-62245.2916,2
-307207.1735,-62361.5569,2
-306089.5732,-81555.8345,2
-306111.6191,9017.4449,2
-305808.0293,-57283.9671,2
-305753.4563,-57133.038,2
-307470.806,128852.8019,2
-305564.9355,-57074.2655,2
-305580.717,-64200.5302,2
-305506.5996,-64266.8334,2
-304762.5858,2933.4751,2
-305234.2584,178185.6414,2
-305045.5256,-81006.6463,2
-303120.6599,16028.8443,2
-301809.6317,161362.6383,2
-301684.1617,-62847.8464,2
-301577.7731,-33651.3025,2
-301593.629,-71154.4355,2
-301920.9531,179787.99,2
-301114.878,160472.2991,2
-300841.5681,180781.4846,2
-300811.0065,180810.953,2
-300775.4417,-38148.0899,2
-302051.3361,-66320.2042,2
-300760.4455,180849.8906,2
-300817.0897,-37571.9735,2
-300932.9235,160354.4646,2
-300729.8845,180879.3594,2
-300699.3235,180908.8282,2
-300668.7625,180938.297,2
-300900.1579,-73383.9474,2
-300629.562,-75029.4175,2
-302548.4291,162637.5019,2
-300627.5048,-74737.277,2
-300409.4327,181120.9061,2
-300249.0458,181327.6067,2
-300217.154,181356.0159,2
-300185.2622,181384.4251,2
-300078.7802,-66568.4269,2
-299698.2905,-66985.2402,2
-299707.2499,-65308.0195,2
-299642.1538,-77940.5434,2
-299909.0278,-65925.6427,2
-299311.5681,-66020.03,2
-299205.0792,-65965.9542,2
-298653.5514,-55657.8647,2
-298570.2301,-55739.4906,2
-298514.5606,-52416.5915,2
-297248.0523,-74898.1996,2
-300207.0034,-36162.9535,2
-298995.7678,161188.4638,2
-301740.7962,120120.5324,2
-296330.4232,-62972.6985,2
-295966.203,124790.7187,2
-294599.2875,-74461.5325,2
-294563.4487,-74347.4519,2
-295479.5594,164930.1639,2
-293202.4092,119018.3333,2
-292830.9184,116780.0362,2
-292352.1429,18937.7473,2
-291210.1545,-77309.6708,2
-291219.5651,-77425.5597,2
-291180.6778,-77248.5494,2
-291155.9932,-77207.4899,2
-290873.1868,39529.8964,2
-290849.9299,39629.3948,2
-290894.2297,39738.5073,2
-291436.7452,118266.9114,2
-290637.2099,-66538.6053,2
-290787.9397,19094.5865,2
-291016.7277,-40901.6887,2
-289785.2555,18748.7901,2
-289839.4093,16789.3013,2
-289034.1999,17859.7548,2
-288352.7236,-27473.4001,2
-285783.4068,108336.6994,2
-289168.4101,134595.6797,2
-285752.9361,108395.7839,2
-285724.757,108467.535,2
-291679.119,-70734.5019,2
-287044.6154,-26156.289,2
-285701.5883,108532.4587,2
-299478.143,-53495.8622,2
-285426.2813,-80914.6656,2
-285357.3645,-80972.2906,2
-286205.3885,13412.1748,2
-285460.2445,164551.7125,2
-285292.2525,-81060.4778,2
-286287.5338,105405.723,2
-284954.8848,164837.5507,2
-285130.4338,165093.2275,2
-285481.8816,-31807.667,2
-284246.3854,162654.6562,2
-284887.0297,118659.4439,2
-283113.4319,116771.7199,2
-284114.0517,-36939.5745,2
-282243.6166,10200.0995,2
-282359.0024,162231.8605,2
-283422.7631,-66637.9742,2
-281603.8338,162245.3729,2
-281412.4983,161063.4421,2
-277516.0653,89973.7568,2
-277607.2842,469.4182,2
-277244.9234,90770.0175,2
-277361.4707,163311.524,2
-276350.2817,-65338.6499,2
-273200.617,-68582.9423,2
-272032.1794,-68019.1287,2
-273069.3916,-98263.6186,2
-270413.1616,-66648.7923,2
-269288.1009,-75447.8991,2
-266289.4927,-86693.5173,2
-266141.5968,158060.6228,2
-266112.8932,158533.3051,2
-272472.304,160119.009,2
-266077.8682,-86864.6237,2
-265652.4779,157641.3532,2
-265347.1236,-57916.5739,2
-264787.0075,138759.4405,2
-276295.2306,98679.2685,2
-264851.5739,149705.347,2
-265426.1725,-11705.8095,2
-266289.8282,114298.9731,2
-263664.9113,156553.0066,2
-263015.6122,156306.2776,2
-263653.1464,105732.0913,2
-262794.0694,139014.9608,2
-265945.5465,138312.097,2
-262558.2541,143520.7072,2
-262528.3079,143493.0139,2
-262466.9996,146555.3844,2
-263826.8905,143422.9164,2
-262661.8475,139257.1027,2
-261989.1959,156131.0573,2
-261885.6852,155260.2669,2
-261662.4298,-83255.6281,2
-261495.5396,-79653.9323,2
-260872.4334,115383.1972,2
-260609.7758,-110296.8175,2
-260563.9448,-111763.4172,2
-259478.1396,-99184.1547,2
-258676.2993,176316.9743,2
-258818.8923,140780.5453,2
-258570.6178,-69795.6324,2
-258341.3937,176099.7923,2
-258883.1068,121203.2039,2
-258609.7507,-72737.6204,2
-258177.055,175636.3392,2
-259338.9427,114101.1784,2
-257653.9003,175483.6871,2
-257343.0547,-53971.6126,2
-257149.7551,139676.157,2
-258630.0899,-111394.1906,2
-257091.3423,175624.4145,2
-256657.7975,159889.7167,2
-257474.3688,-114224.0329,2
-256223.0701,142069.5998,2
-256545.4955,167235.1689,2
-256117.7556,175518.3589,2
-255880.2489,167361.0692,2
-255789.1068,175373.4084,2
-260204.2799,153242.4057,2
-255706.1546,175252.9273,2
-255330.6351,174929.6091,2
-255827.2259,161624.1732,2
-254734.6309,-86279.094,2
-254821.5537,166177.5666,2
-254919.7852,123934.2885,2
-254725.7256,169885.3663,2
-254219.6267,169435.9419,2
-254048.6564,169081.2241,2
-253288.269,168547.5192,2
-253954.687,-117400.9894,2
-253392.2182,167105.0032,2
-253221.2019,-86538.8942,2
-252453.8889,-87798.7037,2
-253311.6153,122852.9945,2
-253013.9809,153376.556,2
-252135.6569,-90545.6934,2
-251656.0949,-86127.9197,2
-251457.9899,172945.8145,2
-252361.1791,165478.6408,2
-250860.7394,165677.5099,2
-251958.5483,112188.4448,2
-252778.2127,170854.0333,2
-252972.3512,-80137.4823,2
-251764.9188,120628.345,2
-249290.5311,-117975.0107,2
-249290.2084,-118215.0103,2
-249129.3283,-117547.3571,2
-248903.1632,-117479.9376,2
-249964.2624,168175.1705,2
-248428.33,175582.9792,2
-247866.1867,-118972.6945,2
-247712.7849,-119129.8801,2
-248252.078,119282.464,2
-247979.3832,-83339.9159,2
-247365.6653,176062.6944,2
-247334.9101,175146.9156,2
-246875.4332,-105967.8427,2
-247490.1901,-75837.2719,2
-246540.2793,190275.3737,2
-267305.1511,-92351.0666,2
-246082.528,-118117.4245,2
-245895.0032,-65646.4021,2
-251278.4264,115845.7343,2
-245680.6337,-121325.2668,2
-245506.9972,191251.7852,2
-245259.1148,-114563.7742,2
-245103.8328,-114858.9452,2
-244808.2668,-115958.9987,2
-244611.7273,-122193.8052,2
-245303.9029,112276.3489,2
-244363.0868,-116595.9068,2
-244623.3658,-115404.2481,2
-244162.9786,101193.8369,2
-244260.3555,-116828.2489,2
-244793.5035,183697.6294,2
-244089.8834,-18494.6939,2
-243647.0733,114498.653,2
-244222.8794,118472.2374,2
-242702.3306,-23069.1421,2
-242732.0359,-21178.4936,2
-241731.0894,190156.0066,2
-243308.4592,191753.2604,2
-241965.6813,105641.8285,2
-240731.3306,191303.5629,2
-240553.3772,190730.1171,2
-240397.5714,191132.0028,2
-240393.915,191433.4475,2
-238320.3847,-93669.2331,2
-238141.4358,-93254.1971,2
-238937.787,191201.315,2
-238170.0035,-95839.6836,2
-238530.7413,114551.9186,2
-237534.4909,-96038.2205,2
-237706.4904,-18261.3498,2
-237204.5325,117204.3661,2
-236581.6738,-95089.125,2
-236308.5563,-125324.9131,2
-236256.0026,-129200.9589,2
-235901.0188,-125642.8611,2
-236847.32,-96689.3348,2
-236455.4307,-53227.7521,2
-237351.6197,-60424.3863,2
-235349.0463,-99663.5246,2
-235379.4255,-100234.991,2
-235344.9693,-100440.0097,2
-234772.2606,-101465.5391,2
-234949.7388,-101050.2354,2
-234637.2425,162425.5596,2
-235004.3141,118699.845,2
-234027.4889,-17443.2396,2
-233831.6204,100294.5456,2
-232011.3464,172341.4697,2
-231147.3966,-128745.8479,2
-230570.0712,188581.9417,2
-229700.1051,-8813.836,2
-229654.2399,-8891.9018,2
-229545.6689,-78837.8009,2
-230135.2915,-55172.4573,2
-229257.0784,711.1343,2
-228807.3506,-132367.6005,2
-228535.8493,-13208.8004,2
-227950.5632,-79925.7213,2
-227579.3391,187140.6,2
-227462.3851,-80312.4837,2
-227399.1235,-80369.0211,2
-227361.2153,-80420.1892,2
-227388.3497,186684.533,2
-227273.8133,-80513.2364,2
-227244.4004,-80544.1789,2
-237836.2293,4446.1349,2
-225823.2164,-131754.4369,2
-225587.1489,-132514.9891,2
-225486.7124,-130091.1249,2
-225225.3954,-130080.4205,2
-225872.2525,169513.1195,2
-225016.1483,-131281.2037,2
-225008.2115,-132948.9847,2
-224594.9911,90090.8547,2
-225175.2834,-81797.8296,2
-224849.0157,-130512.4949,2
-224367.5816,90109.945,2
-223751.8535,168047.139,2
-223663.4048,105970.9052,2
-223418.3031,168148.9483,2
-222845.2766,169521.1615,2
-222892.7486,168773.055,2
-225823.9899,186954.9257,2
-222263.0639,167613.2936,2
-222201.1606,184763.1353,2
-221951.1748,184811.2,2
-221798.8431,184861.3257,2
-221761.1645,105297.9074,2
-221763.5862,105470.0525,2
-221735.5995,105259.9382,2
-221704.4693,105201.969,2
-222405.2589,-75209.3096,2
-220063.5858,-136911.978,2
-220336.4291,-51967.2666,2
-219686.6667,-40648.4577,2
-278955.4895,-5417.366,2
-219069.9534,-139136.3206,2
-218138.5725,-106081.9674,2
-218104.0699,-106121.7402,2
-219959.2205,169254.2524,2
-218064.3748,-106204.661,2
-230728.6664,-96107.3285,2
-218145.3409,-65256.0511,2
-217646.3128,-12372.5224,2
-217422.3397,181975.3554,2
-217029.7177,184398.4366,2
-242453.5073,105904.6142,2
-215153.9637,180153.6024,2
-217027.4767,-57615.4941,2
-214918.5085,-141445.4228,2
-214800.3357,158297.9728,2
-215029.5302,-55006.641,2
-213468.6117,-142556.898,2
-212910.7597,-61091.9017,2
-213007.1639,-143726.5573,2
-216074.2131,-14092.9712,2
-210730.1594,-39358.9257,2
-213272.6586,93554.5407,2
-210586.2845,-39368.5665,2
-212787.5615,183560.3282,2
-209978.0007,181126.6446,2
-214326.2415,-46616.4334,2
-207375.1091,-33476.6447,2
-207573.8728,157033.5501,2
-206981.2841,157708.6976,2
-208389.3706,182665.9956,2
-206755.1038,182797.1789,2
-206387.9309,-91294.29,2
-207171.4448,-64809.0105,2
-204498.6104,-100889.6562,2
-204549.2116,166034.0955,2
-203311.3512,-103379.3468,2
-206864.6777,184541.5453,2
-214065.4573,-93727.1582,2
-203174.5004,117870.9956,2
-202718.4821,-103396.4564,2
-202340.9748,-103494.4172,2
-202305.1353,-103520.5325,2
-202554.1613,-115678.1472,2
-201500.3377,-151382.8342,2
-202098.3325,186446.5523,2
-200700.3111,-41507.8644,2
-201473.0147,-152438.0046,2
-200060.5266,186580.6651,2
-201327.9812,-118429.1029,2
-200990.7059,184733.6471,2
-200110.2098,-113753.3215,2
-199271.8454,179324.6992,2
-198987.5088,163254.0336,2
-199004.0313,-47105.9295,2
-199623.0069,177929.2196,2
-200208.5421,181253.2152,2
-202256.278,-61377.9058,2
-197497.9925,-106801.0547,2
-197974.1596,175353.6256,2
-197124.5928,175205.729,2
-197162.9617,157436.6075,2
-196856.4612,-156468.2222,2
-196880.2283,-155621.2388,2
-196728.3571,-156363.8831,2
-196608.8698,-156365.1694,2
-196555.2459,-156275.8481,2
-196597.8994,-156104.8749,2
-196263.2401,176945.9863,2
-196007.769,-156943.7741,2
-195596.6188,-108986.3338,2
-195926.6465,-154501.2905,2
-196455.9409,-117297.8842,2
-195544.6371,-109051.5968,2
-195587.6832,-39467.8223,2
-195280.6273,176745.6742,2
-195024.5755,158394.6104,2
-195623.6821,186559.4101,2
-195954.6516,-64096.5164,2
-195069.9003,-117405.3643,2
-195199.3431,-109702.2506,2
-219304.1673,-79667.3211,2
-194064.7875,-110932.092,2
-194891.6747,-91384.6164,2
-194032.9316,-95101.6389,2
-193929.339,-122908.0638,2
-192479.6754,108789.6809,2
-193763.3488,-89451.686,2
-192258.1546,108792.1821,2
-195035.6227,-114561.3533,2
-191648.5856,124684.0,2
-192778.1466,83314.9588,2
-190700.0022,-165788.9108,2
-189333.0367,104647.547,2
-189128.5713,-162135.2219,2
-188985.7614,-163676.6651,2
-188650.485,-167224.867,2
-188263.7477,104839.2855,2
-189329.8413,-92261.2992,2
-186365.8639,-160873.3835,2
-185815.3735,182890.905,2
-185069.1115,84778.7432,2
-185034.9725,84832.8885,2
-185905.8738,-121306.4594,2
-191183.6869,178669.271,2
-184860.276,85132.74,2
-184677.4678,85346.2927,2
-184149.4851,85704.5003,2
-184151.7663,-119728.5799,2
-184718.3299,-91351.3495,2
-183836.5772,177278.0868,2
-182868.4034,-165922.0174,2
-182717.706,177253.5885,2
-183167.7062,-120155.1655,2
-182555.3659,-166787.4986,2
-182687.5332,-164353.6532,2
-181860.1374,-81438.6814,2
-181523.5925,88244.8984,2
-181858.8971,-120923.6029,2
-181568.9461,88489.2834,2
-198041.309,99750.2881,2
-182023.1683,-71764.1825,2
-181623.0963,-109997.6955,2
-180361.6545,-122893.1302,2
-178019.7683,94379.6597,2
-180113.5327,-83288.2203,2
-177378.4504,95016.0834,2
-177319.2547,94985.2195,2
-177252.8858,94956.6302,2
-177107.5829,94959.0447,2
-177030.0688,95011.7565,2
-177001.1285,95040.7886,2
-177151.4192,-124997.3581,2
-176855.0562,-53658.7859,2
-177343.0334,175608.0698,2
-178045.6996,-148297.3013,2
-177324.0057,-125978.1166,2
-179358.9065,101246.5485,2
-176379.2042,175066.5922,2
-176167.5606,-48794.9023,2
-175965.8983,-137403.8442,2
-175960.5886,-50213.4719,2
-175603.8156,177798.0669,2
-176632.3033,-114109.6771,2
-176521.9043,-81361.7969,2
-176172.0787,-101267.0068,2
-175038.885,-62006.4806,2
-174758.7653,-127547.189,2
-175263.7346,-164979.1752,2
-174557.6524,177409.0306,2
-174957.5389,-128093.2111,2
-173820.6997,-130959.1609,2
-173559.0802,125903.7801,2
-173521.6024,125879.1759,2
-173434.8671,-118115.2033,2
-173300.8895,125837.5499,2
-173019.8506,175142.8062,2
-174214.7495,-129571.491,2
-173128.0681,-66867.911,2
-172543.4258,-140052.2266,2
-172172.6728,-131578.0162,2
-172119.1996,-131543.172,2
-171629.0419,-67551.707,2
-171270.0585,126466.0829,2
-171444.1829,-131132.9937,2
-171962.6984,-101137.619,2
-170529.3179,101943.8237,2
-171899.1335,100597.9788,2
-170497.0442,-49760.267,2
-170313.1615,102172.9464,2
-174756.647,97175.9131,2
-171129.9731,-90246.8671,2
-171436.7096,-117498.7738,2
-169739.9062,-64878.4657,2
-170125.1555,-66585.5569,2
-169668.4059,-66921.9211,2
-169565.6568,79340.5298,2
-169414.9866,79529.7811,2
-169318.5126,-66983.4271,2
-170106.5929,173099.3983,2
-169331.4171,-48049.1628,2
-168910.0752,-155313.0672,2
-168961.7177,-67489.1347,2
-168722.446,-155500.0091,2
-169579.7915,92775.9524,2
-168919.8695,-64194.5453,2
-168901.3742,-50089.0483,2
-168299.755,-68250.2168,2
-168131.4554,-155963.1908,2
-167946.2008,-156065.4905,2
-167726.4837,-57400.4014,2
-167275.5073,73603.7893,2
-167221.1323,67678.5456,2
-167416.5459,-156526.7139,2
-167730.1784,174164.9088,2
-167279.7536,-96353.1314,2
-166822.0944,-119101.2425,2
-167940.3149,-92799.042,2
-166275.7083,169858.9369,2
-165957.5426,176090.9519,2
-165843.8044,176036.1272,2
-165879.4183,176126.2664,2
-165716.7947,-68197.8676,2
-166447.8631,87640.4424,2
-165584.2602,-63107.6577,2
-169292.4308,-133444.1404,2
-165026.3813,-69930.1431,2
-168679.6851,175801.7494,2
-165287.8861,-56042.5378,2
-164522.466,-161500.1067,2
-164522.5255,-161446.4024,2
-164495.6321,-161591.6803,2
-164616.6049,174692.6367,2
-169951.6237,-62452.7433,2
-163845.0403,-50889.7424,2
-163453.2428,186905.2352,2
-163365.1772,186985.439,2
-163330.5865,-64349.7767,2
-163283.7024,-64884.1312,2
-163821.6408,86491.7959,2
-162875.6721,-69761.9252,2
-186888.2978,-90099.2173,2
-162839.9644,186279.934,2
-163252.4057,-115282.0286,2
-161970.0976,69870.3725,2
-161926.8695,-170568.4463,2
-161931.5971,174507.1731,2
-161895.7119,-170204.8823,2
-162205.7143,-138631.1905,2
-161879.9497,165632.5854,2
-161937.1456,69596.5318,2
-161482.0273,-71133.3264,2
-161295.2705,-71926.2583,2
-161135.3605,-126514.9546,2
-162592.7653,-163394.4708,2
-161012.0836,-126631.9258,2
-160981.2643,-126661.1686,2
-160950.4451,-126690.4114,2
-161124.5618,-71618.4517,2
-168044.151,82063.0675,2
-162104.8491,84820.5611,2
-160921.2308,165082.9921,2
-161947.0912,-103176.086,2
-161112.5549,185455.3508,2
-160771.7186,-162582.7085,2
-159876.9952,-59810.4283,2
-159831.8311,-173151.0602,2
-159499.6381,-60208.9241,2
-159368.4946,163243.4411,2
-159910.6071,-103932.551,2
-159197.9142,-174290.3375,2
-158767.6532,163271.3357,2
-158671.7193,172459.7816,2
-157812.7309,-176807.0072,2
-160516.0103,171288.4704,2
-157543.772,63693.3495,2
-157819.0403,162861.4267,2
-157907.8385,172063.3296,2
-158088.8312,-61011.0088,2
-156853.136,170685.9214,2
-157607.0943,88156.1967,2
-157096.5094,-146084.1509,2
-156558.0069,167669.454,2
-156178.4928,-60171.4153,2
-155489.5901,179324.9864,2
-155849.9669,170049.2409,2
-157123.6585,-106240.4146,2
-155138.5059,-58869.2822,2
-154980.1793,-172499.4534,2
-155706.5438,-87634.5375,2
-156405.6335,-174389.712,2
-155024.4167,-59260.1347,2
-154290.0489,178296.5229,2
-196245.2171,-34820.7068,2
-153990.5964,178285.3919,2
-156293.4389,78420.7636,2
-153500.1475,-150113.6053,2
-153510.6241,-72992.3611,2
-153422.8358,178865.6296,2
-167632.3045,-151074.6377,2
-155103.7628,82067.4558,2
-153527.7964,-60051.9447,2
-152957.3127,-63501.3996,2
-152563.6096,162833.2469,2
-151317.5453,64334.9941,2
-151148.8345,170249.1524,2
-152088.2428,-110915.0548,2
-150738.3935,166832.906,2
-150590.1762,91125.0771,2
-151760.4726,-61899.9691,2
-152864.3517,-90685.4552,2
-150385.7232,166794.6693,2
-150806.8938,-96747.6606,2
-150437.2826,79813.7189,2
-150424.3295,-103090.9771,2
-148961.5738,158178.6966,2
-148441.6912,64150.4714,2
-148460.2224,64314.6242,2
-148541.1377,165481.5941,2
-148409.3698,64479.0329,2
-148231.3072,64499.1255,2
-148173.2293,64664.8365,2
-148793.6306,80386.5924,2
-148079.7627,165873.2775,2
-149735.3016,165595.2679,2
-151733.008,89176.9235,2
-147481.8006,169478.5008,2
-147559.5816,-70729.9684,2
-147681.9679,-128227.1866,2
-149013.6395,-111992.8336,2
-146554.5213,61465.2862,2
-148287.1736,168876.5565,2
-146856.1918,78133.1785,2
-147125.1062,176001.8914,2
-147811.8848,82900.2867,2
-145872.9185,62774.9673,2
-145846.5223,174978.8657,2
-146856.8031,52418.4557,2
-145852.8852,79789.4109,2
-144980.693,-68994.7676,2
-144155.2247,50241.9368,2
-145039.8304,81849.8419,2
-143909.0569,76882.9524,2
-143002.2777,-75045.1036,2
-144197.1038,-80367.5566,2
-143038.6957,-112876.9565,2
-142193.0852,-74565.1119,2
-144405.8648,165120.5701,2
-142041.3934,-123735.4918,2
-141086.554,173670.0445,2
-140975.0032,113135.59,2
-140763.532,-81469.4916,2
-139675.9792,112079.0133,2
-138798.1984,110594.7412,2
-138856.1077,63139.5846,2
-138198.5318,172761.6926,2
-138032.8231,103883.2647,2
-137894.9366,103826.1751,2
-137750.8627,103825.7051,2
-137837.0666,113919.8573,2
-138083.6824,157885.9896,2
-141196.4574,77639.4571,2
-136961.0926,-136123.9057,2
-136139.212,-118617.1633,2
-136106.2974,-118729.7219,2
-141736.6958,-118150.9772,2
-135600.5625,146935.6013,2
-136337.533,-89561.7282,2
-135450.5122,-91290.5685,2
-134892.219,-93781.0459,2
-134813.316,154222.8077,2
-135000.3045,73486.2076,2
-134595.7989,-95709.747,2
-133660.7477,50618.1115,2
-133605.2774,50621.9702,2
-133541.6652,50616.2181,2
-133460.6872,50584.1949,2
-133316.0823,-124331.3915,2
-132507.0494,-129417.1787,2
-133634.5612,-113152.8976,2
-132634.5279,154169.2467,2
-132003.8397,-153816.8104,2
-132229.5382,59120.2709,2
-131978.3358,-153849.3244,2
-131949.4952,-153880.2227,2
-132106.326,60561.8354,2
-132664.0256,64226.8786,2
-132925.9033,-125983.9806,2
-131500.4383,59966.3708,2
-131045.1434,-128353.5067,2
-131182.8836,60572.4945,2
-132415.6177,-83238.8871,2
-132463.8494,-94315.7386,2
-130543.9444,69584.5859,2
-130921.9513,-126774.8588,2
-131541.6182,73951.0078,2
-130299.4287,168019.0305,2
-130512.7146,-116522.4735,2
-130738.9401,68287.2527,2
-129124.1182,59175.7124,2
-128818.6197,58921.078,2
-130095.9494,-128675.9347,2
-130651.2865,166716.5782,2
-129425.6358,-97222.052,2
-127440.1377,59279.8533,2
-127410.7514,59249.1994,2
-128544.045,-95493.7449,2
-128571.3272,-99215.8147,2
-127165.4143,165629.3223,2
-126215.0939,-154376.8776,2
-126129.2784,165358.5558,2
-125732.3654,-154357.4365,2
-125520.9427,165029.9267,2
-125547.2914,-154508.3929,2
-126302.2696,-133281.202,2
-125355.789,-152542.3073,2
-124468.2211,164888.9248,2
-124205.2882,-139342.8956,2
-124096.7387,-139373.7318,2
-124258.2297,153234.1707,2
-125426.6738,-96682.9227,2
-122111.8717,163721.7958,2
-122784.3142,-98344.7608,2
-121493.3964,-138007.9586,2
-121441.8076,-137942.6048,2
-144094.1502,63788.9613,2
-121139.8743,163290.1367,2
-120869.1481,-74339.332,2
-120836.3958,-74367.1737,2
-123073.2227,-135531.3103,2
-120229.18,163290.2685,2
-119392.3835,28540.0157,2
-120149.2549,44759.7843,2
-143201.9675,-75048.9893,2
-119989.5236,46447.6492,2
-120623.3309,48429.9528,2
-118699.6605,161890.9971,2
-120140.4623,56987.7957,2
-118287.2262,161588.2547,2
-117969.6582,162927.6,2
-117502.0743,161166.8286,2
-117446.6245,161131.8918,2
-117408.7811,161106.2874,2
-117350.9377,161075.0788,2
-117293.184,161043.8908,2
-117180.1294,153707.6336,2
-117216.1724,161536.1963,2
-116480.7229,21531.7715,2
-116449.4486,21560.6412,2
-116722.3734,70035.6233,2
-116035.653,-121948.4422,2
-116001.1399,-121970.3279,2
-115976.8114,-122004.1395,2
-117838.2366,49245.855,2
-117144.1026,60538.0435,2
-116123.1141,59224.9528,2
-115212.6766,-160883.4128,2
-115168.2526,-160946.0746,2
-114555.0628,32264.1734,2
-114327.7257,-139916.2166,2
-114332.9832,32211.9752,2
-114267.979,-139958.4308,2
-114588.302,67085.2414,2
-114145.2918,31509.269,2
-113804.9277,159971.6943,2
-114159.5533,28958.5225,2
-113875.981,66723.1133,2
-114240.0494,33243.6463,2
-113428.376,25077.8467,2
-113383.0813,25004.4898,2
-113345.3588,24952.8097,2
-112524.7826,-162686.7391,2
-112071.4413,-145944.0247,2
-111794.621,59429.1919,2
-111690.5773,-183929.9523,2
-114175.2299,20665.327,2
-112389.0474,60264.6232,2
-112071.354,34215.7253,2
-111257.9509,13889.4532,2
-111144.4491,-145164.0421,2
-111367.6702,-192718.0817,2
-110515.4858,-118323.2101,2
-110481.4231,-118296.0991,2
-110427.3604,-118261.877,2
-111030.0203,11188.083,2
-110138.9645,-118076.868,2
